date,pm25,T2M,RH2M,WS2M,pm25_lag_1,pm25_lag_7,month,smog_season
2023-05-29,39.0,28.17,49.37,2.08,35.875,101.16666666666667,5,0
2023-05-30,43.583333333333336,27.39,56.27,2.56,39.0,76.16666666666667,5,0
2023-05-31,33.791666666666664,24.33,73.17,1.45,43.583333333333336,32.541666666666664,5,0
2023-06-01,50.0,24.2,70.21,1.56,33.791666666666664,23.82608695652174,6,0
2023-06-02,87.79166666666667,26.86,54.85,1.08,50.0,60.416666666666664,6,0
2023-06-03,70.70833333333333,30.74,39.76,0.87,87.79166666666667,45.708333333333336,6,0
2023-06-04,43.0,32.45,37.95,1.35,70.70833333333333,35.875,6,0
2023-06-05,47.0,33.06,38.52,2.53,43.0,39.0,6,0
2023-06-06,40.208333333333336,33.06,43.79,1.05,47.0,43.583333333333336,6,0
2023-06-07,102.0,30.21,53.6,2.04,40.208333333333336,33.791666666666664,6,0
2023-06-08,123.83333333333333,32.86,44.34,1.37,102.0,50.0,6,0
2023-06-09,89.41666666666667,35.45,37.85,1.53,123.83333333333333,87.79166666666667,6,0
2023-06-10,63.958333333333336,36.58,40.7,1.55,89.41666666666667,70.70833333333333,6,0
2023-06-11,50.208333333333336,34.77,44.54,1.56,63.958333333333336,43.0,6,0
2023-06-12,60.791666666666664,35.45,39.39,1.7,50.208333333333336,47.0,6,0
2023-06-13,48.583333333333336,37.1,37.89,3.18,60.791666666666664,40.208333333333336,6,0
2023-06-14,36.833333333333336,36.1,39.72,3.38,48.583333333333336,102.0,6,0
2023-06-15,30.833333333333332,31.39,61.84,1.65,36.833333333333336,123.83333333333333,6,0
2023-06-16,66.83333333333333,32.9,55.06,1.58,30.833333333333332,89.41666666666667,6,0
2023-06-17,53.47826086956522,34.85,46.49,1.09,66.83333333333333,63.958333333333336,6,0
2023-06-18,81.58333333333333,35.01,47.18,1.75,53.47826086956522,50.208333333333336,6,0
2023-06-19,60.583333333333336,35.13,48.05,1.44,81.58333333333333,60.791666666666664,6,0
2023-06-20,69.6086956521739,36.82,43.63,1.26,60.583333333333336,48.583333333333336,6,0
2023-06-21,59.08695652173913,37.72,42.47,1.11,69.6086956521739,36.833333333333336,6,0
2023-06-22,57.208333333333336,37.95,41.91,1.79,59.08695652173913,30.833333333333332,6,0
2023-06-23,52.541666666666664,38.42,38.42,2.24,57.208333333333336,66.83333333333333,6,0
2023-06-24,55.125,38.44,40.14,1.71,52.541666666666664,53.47826086956522,6,0
2023-06-25,33.666666666666664,37.5,43.11,2.08,55.125,81.58333333333333,6,0
2023-06-26,47.5,29.02,84.03,2.87,33.666666666666664,60.583333333333336,6,0
2023-06-27,42.608695652173914,31.22,69.81,0.85,47.5,69.6086956521739,6,0
2023-06-28,33.708333333333336,31.94,67.05,1.19,42.608695652173914,59.08695652173913,6,0
2023-06-29,33.083333333333336,32.89,63.95,0.84,33.708333333333336,57.208333333333336,6,0
2023-06-30,24.904761904761905,33.4,58.79,0.94,33.083333333333336,52.541666666666664,6,0
2023-07-01,40.40909090909091,32.41,61.39,1.13,24.904761904761905,55.125,7,0
2023-07-02,37.458333333333336,33.6,61.99,1.83,40.40909090909091,33.666666666666664,7,0
2023-07-03,31.09090909090909,33.83,62.3,1.34,37.458333333333336,47.5,7,0
2023-07-04,32.583333333333336,34.12,57.87,2.26,31.09090909090909,42.608695652173914,7,0
2023-07-05,2.0,30.39,79.45,2.65,32.583333333333336,33.708333333333336,7,0
2023-07-06,5.125,29.94,76.64,1.59,2.0,33.083333333333336,7,0
2023-07-07,8.25,28.98,83.18,1.96,5.125,24.904761904761905,7,0
2023-07-08,11.375,28.29,86.27,2.52,8.25,40.40909090909091,7,0
2023-07-09,14.5,28.15,83.6,1.62,11.375,37.458333333333336,7,0
2023-07-10,17.625,29.72,81.0,1.22,14.5,31.09090909090909,7,0
2023-07-11,20.75,30.73,74.05,0.9,17.625,32.583333333333336,7,0
2023-07-12,23.875,30.94,72.45,1.29,20.75,2.0,7,0
2023-07-13,27.0,30.64,76.66,1.44,23.875,5.125,7,0
2023-07-14,40.8,30.35,77.11,1.54,27.0,8.25,7,0
2023-07-15,58.52173913043478,30.63,75.5,0.99,40.8,11.375,7,0
2023-07-16,63.166666666666664,30.56,80.61,1.52,58.52173913043478,14.5,7,0
2023-07-17,69.33333333333333,30.84,79.43,1.12,63.166666666666664,17.625,7,0
2023-07-18,39.375,30.75,79.03,1.88,69.33333333333333,20.75,7,0
2023-07-19,50.708333333333336,28.79,90.04,3.13,39.375,23.875,7,0
2023-07-20,58.666666666666664,29.32,84.6,1.58,50.708333333333336,27.0,7,0
2023-07-21,41.833333333333336,30.15,84.71,1.61,58.666666666666664,40.8,7,0
2023-07-22,41.958333333333336,28.06,91.03,2.8,41.833333333333336,58.52173913043478,7,0
2023-07-23,32.416666666666664,29.91,73.26,1.14,41.958333333333336,63.166666666666664,7,0
2023-07-24,40.333333333333336,30.59,72.9,0.97,32.416666666666664,69.33333333333333,7,0
2023-07-25,67.91666666666667,29.23,82.47,1.4,40.333333333333336,39.375,7,0
2023-07-26,41.458333333333336,28.38,85.88,1.68,67.91666666666667,50.708333333333336,7,0
2023-07-27,27.791666666666668,29.14,86.33,1.8,41.458333333333336,58.666666666666664,7,0
2023-07-28,36.833333333333336,29.6,82.54,1.46,27.791666666666668,41.833333333333336,7,0
2023-07-29,24.208333333333332,29.38,83.99,1.48,36.833333333333336,41.958333333333336,7,0
2023-07-30,42.041666666666664,30.24,78.92,1.06,24.208333333333332,32.416666666666664,7,0
2023-07-31,36.0,31.28,71.75,0.91,42.041666666666664,40.333333333333336,7,0
2023-08-01,49.416666666666664,31.64,72.79,1.22,36.0,67.91666666666667,8,0
2023-08-02,46.791666666666664,31.54,77.45,1.44,49.416666666666664,41.458333333333336,8,0
2023-08-03,40.208333333333336,31.11,79.27,1.63,46.791666666666664,27.791666666666668,8,0
2023-08-04,33.958333333333336,31.19,78.0,1.5,40.208333333333336,36.833333333333336,8,0
2023-08-05,44.416666666666664,30.68,78.65,1.6,33.958333333333336,24.208333333333332,8,0
2023-08-06,34.25,31.16,78.29,1.62,44.416666666666664,42.041666666666664,8,0
2023-08-07,44.791666666666664,31.2,76.89,1.7,34.25,36.0,8,0
2023-08-08,48.083333333333336,31.28,76.81,1.49,44.791666666666664,49.416666666666664,8,0
2023-08-09,48.291666666666664,30.97,78.5,1.88,48.083333333333336,46.791666666666664,8,0
2023-08-10,52.75,30.11,78.82,2.0,48.291666666666664,40.208333333333336,8,0
2023-08-11,43.791666666666664,29.9,78.96,1.62,52.75,33.958333333333336,8,0
2023-08-12,37.083333333333336,30.52,74.91,1.87,43.791666666666664,44.416666666666664,8,0
2023-08-13,35.833333333333336,30.63,75.62,2.2,37.083333333333336,34.25,8,0
2023-08-14,30.5,29.57,79.78,2.4,35.833333333333336,44.791666666666664,8,0
2023-08-15,35.875,29.7,77.75,1.58,30.5,48.083333333333336,8,0
2023-08-16,44.625,30.24,76.2,1.32,35.875,48.291666666666664,8,0
2023-08-17,46.875,30.96,73.64,1.24,44.625,52.75,8,0
2023-08-18,54.875,30.79,73.01,1.25,46.875,43.791666666666664,8,0
2023-08-19,50.708333333333336,30.08,78.35,1.31,54.875,37.083333333333336,8,0
2023-08-20,60.041666666666664,31.1,75.63,0.56,50.708333333333336,35.833333333333336,8,0
2023-08-21,52.166666666666664,30.92,74.35,0.89,60.041666666666664,30.5,8,0
2023-08-22,41.125,31.86,71.21,1.39,52.166666666666664,35.875,8,0
2023-08-23,33.25,31.79,68.13,1.81,41.125,44.625,8,0
2023-08-24,40.21052631578947,30.14,74.33,1.41,33.25,46.875,8,0
2023-08-25,33.125,30.05,70.38,1.33,40.21052631578947,54.875,8,0
2023-08-26,45.625,29.5,73.03,1.07,33.125,50.708333333333336,8,0
2023-08-27,61.458333333333336,30.12,70.94,0.94,45.625,60.041666666666664,8,0
2023-08-28,42.416666666666664,30.07,71.75,1.08,61.458333333333336,52.166666666666664,8,0
2023-08-29,41.125,29.16,74.18,1.2,42.416666666666664,41.125,8,0
2023-08-30,57.125,29.82,69.69,1.13,41.125,33.25,8,0
2023-08-31,47.708333333333336,29.92,67.8,1.15,57.125,40.21052631578947,8,0
2023-09-01,42.416666666666664,30.34,64.2,1.22,47.708333333333336,33.125,9,0
2023-09-02,42.333333333333336,29.54,62.4,1.45,42.416666666666664,45.625,9,0
2023-09-03,43.5,29.72,63.33,1.17,42.333333333333336,61.458333333333336,9,0
2023-09-04,42.958333333333336,30.41,63.05,0.99,43.5,42.416666666666664,9,0
2023-09-05,51.78260869565217,29.69,63.59,1.07,42.958333333333336,41.125,9,0
2023-09-06,81.5,29.98,65.38,0.98,51.78260869565217,57.125,9,0
2023-09-07,63.583333333333336,30.09,67.21,1.0,81.5,47.708333333333336,9,0
2023-09-08,76.45833333333333,29.8,70.89,1.55,63.583333333333336,42.416666666666664,9,0
2023-09-09,50.041666666666664,29.85,67.76,1.42,76.45833333333333,42.333333333333336,9,0
2023-09-10,29.666666666666668,29.97,69.34,1.74,50.041666666666664,43.5,9,0
2023-09-11,26.583333333333332,30.32,69.93,1.47,29.666666666666668,42.958333333333336,9,0
2023-09-12,48.708333333333336,31.25,64.64,1.32,26.583333333333332,51.78260869565217,9,0
2023-09-13,65.5,30.93,66.26,1.45,48.708333333333336,81.5,9,0
2023-09-14,66.45833333333333,30.81,69.55,1.52,65.5,63.583333333333336,9,0
2023-09-15,36.625,30.71,71.39,1.66,66.45833333333333,76.45833333333333,9,0
2023-09-16,46.208333333333336,29.9,74.01,1.74,36.625,50.041666666666664,9,0
2023-09-17,27.375,28.98,77.21,1.58,46.208333333333336,29.666666666666668,9,0
2023-09-18,30.875,27.89,83.91,1.92,27.375,26.583333333333332,9,0
2023-09-19,33.291666666666664,28.2,81.37,1.55,30.875,48.708333333333336,9,0
2023-09-20,84.26315789473684,29.04,76.5,0.61,33.291666666666664,65.5,9,0
2023-09-21,89.0,29.12,76.44,0.79,84.26315789473684,66.45833333333333,9,0
2023-09-22,62.875,29.08,78.04,1.4,89.0,36.625,9,0
2023-09-23,31.75,28.16,82.28,1.63,62.875,46.208333333333336,9,0
2023-09-24,43.0,27.54,80.38,1.47,31.75,27.375,9,0
2023-09-25,53.541666666666664,26.82,78.8,1.44,43.0,30.875,9,0
2023-09-26,68.75,26.95,73.95,0.97,53.541666666666664,33.291666666666664,9,0
2023-09-27,63.857142857142854,26.88,65.81,0.92,68.75,84.26315789473684,9,0
2023-09-28,64.0,26.47,66.97,0.9,63.857142857142854,89.0,9,0
2023-09-29,74.20833333333333,26.22,65.65,1.14,64.0,62.875,9,0
2023-09-30,57.916666666666664,25.68,62.54,1.23,74.20833333333333,31.75,9,0
2023-10-01,62.125,26.1,51.95,0.94,57.916666666666664,43.0,10,1
2023-10-02,67.25,25.84,47.85,0.9,62.125,53.541666666666664,10,1
2023-10-03,101.875,25.35,53.39,1.25,67.25,68.75,10,1
2023-10-04,97.58333333333333,25.93,55.59,1.11,101.875,63.857142857142854,10,1
2023-10-05,88.875,26.21,53.06,1.14,97.58333333333333,64.0,10,1
2023-10-06,104.04166666666667,24.69,59.0,1.19,88.875,74.20833333333333,10,1
2023-10-07,64.625,25.14,62.3,1.43,104.04166666666667,57.916666666666664,10,1
2023-10-08,73.25,26.35,67.71,1.17,64.625,62.125,10,1
2023-10-09,70.70833333333333,26.64,73.05,1.24,73.25,67.25,10,1
2023-10-10,41.375,24.96,75.77,1.35,70.70833333333333,101.875,10,1
2023-10-11,86.20833333333333,24.95,60.95,1.25,41.375,97.58333333333333,10,1
2023-10-12,124.08333333333333,23.85,61.56,1.11,86.20833333333333,88.875,10,1
2023-10-13,91.625,23.92,65.8,1.46,124.08333333333333,104.04166666666667,10,1
2023-10-14,69.83333333333333,23.97,71.79,1.5,91.625,64.625,10,1
2023-10-15,36.583333333333336,23.1,72.5,1.04,69.83333333333333,73.25,10,1
2023-10-16,38.708333333333336,22.1,79.78,1.09,36.583333333333336,70.70833333333333,10,1
2023-10-17,22.958333333333332,20.53,84.23,1.27,38.708333333333336,41.375,10,1
2023-10-18,62.36363636363637,20.19,74.31,1.43,22.958333333333332,86.20833333333333,10,1
2023-10-19,113.5,21.15,63.39,0.91,62.36363636363637,124.08333333333333,10,1
2023-10-20,150.70833333333334,21.29,64.52,0.8,113.5,91.625,10,1
2023-10-21,158.04166666666666,21.87,66.25,0.91,150.70833333333334,69.83333333333333,10,1
2023-10-22,145.5,21.51,72.17,1.1,158.04166666666666,36.583333333333336,10,1
2023-10-23,99.52173913043478,21.74,72.17,1.15,145.5,38.708333333333336,10,1
2023-10-24,153.66666666666666,22.72,65.87,0.8,99.52173913043478,22.958333333333332,10,1
2023-10-25,165.08333333333334,23.03,59.23,0.92,153.66666666666666,62.36363636363637,10,1
2023-10-26,127.5,23.14,54.04,0.99,165.08333333333334,113.5,10,1
2023-10-27,206.52173913043478,22.61,56.72,0.96,127.5,150.70833333333334,10,1
2023-10-28,242.5,22.4,64.62,0.97,206.52173913043478,158.04166666666666,10,1
2023-10-29,339.5833333333333,22.35,69.4,1.0,242.5,145.5,10,1
2023-10-30,284.3333333333333,21.78,73.32,1.15,339.5833333333333,99.52173913043478,10,1
2023-10-31,322.5833333333333,21.64,72.61,0.98,284.3333333333333,153.66666666666666,10,1
2023-11-01,261.60869565217394,22.49,68.77,0.93,322.5833333333333,165.08333333333334,11,1
2023-11-02,282.5416666666667,22.36,70.64,0.79,261.60869565217394,127.5,11,1
2023-11-03,264.875,21.42,75.91,0.87,282.5416666666667,206.52173913043478,11,1
2023-11-04,245.43478260869566,22.11,66.3,0.79,264.875,242.5,11,1
2023-11-05,274.17391304347825,22.08,55.78,0.84,245.43478260869566,339.5833333333333,11,1
2023-11-06,325.0,20.89,62.37,1.08,274.17391304347825,284.3333333333333,11,1
2023-11-07,367.17391304347825,21.24,69.2,0.77,325.0,322.5833333333333,11,1
2023-11-08,309.4583333333333,21.78,68.07,1.02,367.17391304347825,261.60869565217394,11,1
2023-11-09,300.9583333333333,22.06,65.47,0.85,309.4583333333333,282.5416666666667,11,1
2023-11-10,64.29166666666667,17.7,86.96,1.64,300.9583333333333,264.875,11,1
2023-11-11,111.16666666666667,18.46,76.75,1.14,64.29166666666667,245.43478260869566,11,1
2023-11-12,127.83333333333333,19.05,62.67,1.21,111.16666666666667,274.17391304347825,11,1
2023-11-13,218.20833333333334,18.81,56.61,0.92,127.83333333333333,325.0,11,1
2023-11-14,173.5,18.67,57.62,1.16,218.20833333333334,367.17391304347825,11,1
2023-11-15,189.75,18.79,54.21,1.17,173.5,309.4583333333333,11,1
2023-11-16,268.2083333333333,19.52,49.3,0.43,189.75,300.9583333333333,11,1
2023-11-17,220.70833333333334,19.1,54.4,1.17,268.2083333333333,64.29166666666667,11,1
2023-11-18,223.04166666666666,18.48,55.4,0.99,220.70833333333334,111.16666666666667,11,1
2023-11-19,239.625,18.62,56.16,0.83,223.04166666666666,127.83333333333333,11,1
2023-11-20,214.375,17.81,62.16,1.19,239.625,218.20833333333334,11,1
2023-11-21,229.91666666666666,17.19,64.12,1.64,214.375,173.5,11,1
2023-11-22,233.33333333333334,16.81,61.16,1.38,229.91666666666666,189.75,11,1
2023-11-23,409.5416666666667,16.69,60.82,1.37,233.33333333333334,268.2083333333333,11,1
2023-11-24,324.1666666666667,16.9,62.63,1.09,409.5416666666667,220.70833333333334,11,1
2023-11-25,283.8333333333333,16.91,64.26,0.77,324.1666666666667,223.04166666666666,11,1
2023-11-26,290.7916666666667,15.82,73.05,1.0,283.8333333333333,239.625,11,1
2023-11-27,348.4583333333333,15.16,83.08,0.94,290.7916666666667,214.375,11,1
2023-11-28,324.5416666666667,16.86,66.35,0.98,348.4583333333333,229.91666666666666,11,1
2023-11-29,273.3478260869565,18.69,59.64,0.73,324.5416666666667,233.33333333333334,11,1
2023-11-30,99.04166666666667,17.39,75.14,1.1,273.3478260869565,409.5416666666667,11,1
2023-12-01,146.33333333333334,16.67,73.77,1.55,99.04166666666667,324.1666666666667,12,1
2023-12-02,196.0,16.54,64.62,1.13,146.33333333333334,283.8333333333333,12,1
2023-12-03,201.65217391304347,17.48,50.64,0.71,196.0,290.7916666666667,12,1
2023-12-04,235.7826086956522,17.47,54.57,0.72,201.65217391304347,348.4583333333333,12,1
2023-12-05,239.1304347826087,16.26,58.67,1.32,235.7826086956522,324.5416666666667,12,1
2023-12-06,214.47826086956522,15.37,55.75,1.58,239.1304347826087,273.3478260869565,12,1
2023-12-07,222.875,15.4,50.81,1.29,214.47826086956522,99.04166666666667,12,1
2023-12-08,227.29166666666666,15.73,47.83,0.87,222.875,146.33333333333334,12,1
2023-12-09,254.17391304347825,15.76,48.9,0.97,227.29166666666666,196.0,12,1
2023-12-10,188.7826086956522,13.78,54.4,1.91,254.17391304347825,201.65217391304347,12,1
2023-12-11,303.4583333333333,14.45,45.36,0.9,188.7826086956522,235.7826086956522,12,1
2023-12-12,307.8333333333333,12.52,57.25,1.17,303.4583333333333,239.1304347826087,12,1
2023-12-13,272.0416666666667,13.47,56.97,1.01,307.8333333333333,214.47826086956522,12,1
2023-12-14,298.5833333333333,13.18,58.5,1.18,272.0416666666667,222.875,12,1
2023-12-15,371.4347826086956,14.15,54.08,0.68,298.5833333333333,227.29166666666666,12,1
2023-12-16,341.6666666666667,12.37,62.14,1.1,371.4347826086956,254.17391304347825,12,1
2023-12-17,195.1304347826087,12.48,65.54,1.2,341.6666666666667,188.7826086956522,12,1
2023-12-18,202.58333333333334,11.57,65.35,1.93,195.1304347826087,303.4583333333333,12,1
2023-12-19,208.875,11.26,56.02,1.73,202.58333333333334,307.8333333333333,12,1
2023-12-20,231.45833333333334,12.52,46.81,1.48,208.875,272.0416666666667,12,1
2023-12-21,470.8333333333333,13.66,40.96,1.07,231.45833333333334,298.5833333333333,12,1
2023-12-22,465.27272727272725,13.34,43.74,0.89,470.8333333333333,371.4347826086956,12,1
2023-12-23,342.04347826086956,14.47,53.99,1.21,465.27272727272725,341.6666666666667,12,1
2023-12-24,423.04761904761904,13.26,64.25,0.86,342.04347826086956,195.1304347826087,12,1
2023-12-25,281.7916666666667,14.43,57.52,1.16,423.04761904761904,202.58333333333334,12,1
2023-12-26,323.3181818181818,15.95,48.55,0.82,281.7916666666667,208.875,12,1
2023-12-27,401.5416666666667,14.6,53.29,0.95,323.3181818181818,231.45833333333334,12,1
2023-12-28,248.875,13.03,58.14,1.35,401.5416666666667,470.8333333333333,12,1
2023-12-29,258.9166666666667,13.35,56.52,0.78,248.875,465.27272727272725,12,1
2023-12-30,328.1666666666667,12.95,55.49,0.71,258.9166666666667,342.04347826086956,12,1
2023-12-31,243.86363636363637,12.85,52.02,0.45,328.1666666666667,423.04761904761904,12,1
